Track,Album Name,Artist,Release Date,Spotify Playlist Count,Spotify Popularity,YouTube Views,Explicit Track
Love On The Brain,ANTI (Deluxe),Rihanna,2016-01-28,162952.0,78.0,1013766482.0,1
HIBIKI,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,28905.0,,30126694.0,1
GATITAS SANDUNGUERAS VOL.1,GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,2024-05-16,2895.0,79.0,2080156.0,0
Gangsta's Paradise,Gangsta's Paradise (25th Anniversary - Remastered),Coolio,2020-09-25,506.0,25.0,,0
Broccoli (feat. Lil Yachty),Broccoli (feat. Lil Yachty) - Single,DRAM,2016-04-06,131131.0,58.0,464235914.0,1
LOST!,"Right Place, Wrong Person",RM,2024-05-24,763.0,80.0,8834117.0,1
Stay (with Alessia Cara),Stay,Zedd,2017-02-23,115858.0,70.0,545665182.0,0
YuNg BrAtZ,Revenge,XXXTENTACION,2017-05-16,85567.0,68.0,99029913.0,1
"Saami Saami (From ""Pushpa The Rise Part - 01"")","Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,2021-12-13,3101.0,49.0,684136410.0,0
Facas - Ao Vivo,Diego & Victor Hugo Ao Vivo Em Sï¿½ï¿½o Paulo Vo,Diego & Victor Hugo,2022-08-04,114.0,17.0,526506814.0,0
Thoda Thoda Pyaar,Thoda Thoda Pyaar,Stebin Ben,2021-02-12,12736.0,,873576528.0,0
Black And Yellow,Black And Yellow,Wiz Khalifa,2010-09-14,141343.0,69.0,1110450147.0,1
SKEU SKEU (SPEED UP),SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single,Jogga,2023-09-20,5074.0,,36216795.0,0
Sahara,Sahara,Hensonn,2021-11-16,803.0,67.0,196021271.0,1
"Leke Prabhu Ka Naam (From ""Tiger 3"")","Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,2023-10-23,1189.0,,172518289.0,0
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2024-02-08,132.0,,,0
The Search,The Search,NF,2019-05-30,115214.0,69.0,362990075.0,0
Save Me (with Lainey Wilson),Whitsitt Chapel,Jelly Roll,2023-06-02,,,,0
Tacos Gucci,Tacos Gucci - Single,Anuel AA,2024-02-15,4008.0,,61597694.0,1
wiggy,wiggy,Young Miko,2023-07-21,22636.0,61.0,53263040.0,1
Nxde,I love,(G)I-DLE,2022-10-17,24028.0,66.0,306925934.0,0
Vaina Loca,Vaina Loca,Ozuna,2018-06-28,68379.0,68.0,1084871772.0,0
Street Runner,Street Runner,Rod Wave,2021-03-10,36519.0,64.0,296510850.0,1
Pure Water (with Migos),Pure Water (with Migos),Mustard,2019-01-16,145514.0,66.0,383840816.0,1
Ay Vamos,Superventas 2015,J Balvin,2014-03-03,51062.0,68.0,2103164374.0,0
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,2024-03-14,3206.0,75.0,46212150.0,1
Entre las de 20,Entre las de 20,Bizarrap,2024-04-02,4826.0,78.0,16163441.0,1
We Found Love,Talk That Talk (Explicit),Rihanna,2011-01-01,219739.0,79.0,1438850843.0,0
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,2023-06-22,7198.0,51.0,,0
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2020-02-10,155446.0,82.0,119059085.0,0
Hell N Back,Hell N Back (Sped Up),Bakar,2019-08-14,18081.0,71.0,31571952.0,1
Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,2023-05-26,27561.0,69.0,27715495.0,1
Wake Me Up (Remix),Dance Essentials 2,Nick White,2022-04-01,,,,0
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,2019-11-16,8749.0,56.0,626799451.0,0
A-O-K,A-O-K,Tai Verdes,2021-05-06,101681.0,66.0,12456282.0,1
Shotgun,Staying at Tamara's,George Ezra,2018-03-23,130768.0,71.0,473069489.0,0
Kiss Me,Songs of Sonder,Dermot Kennedy,2022-09-02,22036.0,65.0,60539963.0,0
COCO LOCO,COCO LOCO - Single,Maluma,2023-06-08,23712.0,63.0,74811822.0,0
Sunny Day,Sunny Day,Matteo Rossanese,2021-05-28,57.0,,,0
"High Rated Gabru (From ""High Rated Gabru"")",High Rated Gabru,Guru Randhawa,2017-07-04,8023.0,50.0,1900711176.0,0
"I spoke to the devil in miami, he said everything would be fine",LOOK AT ME: THE ALBUM,XXXTENTACION,2022-06-10,14476.0,58.0,7064950.0,0
Goosebumps,Goosebumps,HVME,2020-06-12,128838.0,63.0,78671735.0,1
Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Hana Cï¿½ï¿½ï¿½m,2023-01-03,63.0,30.0,42031.0,0
Aigiri Nandini,Numinosum,Nagavalli,2023-02-10,5.0,,392842852.0,0
Rolex,Rolex,Ayo & Teo,2017-03-15,75806.0,62.0,188680059.0,0
on one tonight,One of Wun,Gunna,2024-05-10,4184.0,77.0,3724826.0,1
You & Me - Rivo Remix,You & Me (Rivo Remix),Disclosure,2023-12-22,18706.0,76.0,,0
Whiskey On You,Whiskey On You - Single,Nate Smith,2022-05-06,33972.0,68.0,24154881.0,0
Nostï¿½ï¿½l,Nostï¿½ï¿½lgico - Si,Rvssian,2021-09-08,9092.0,68.0,169044079.0,1
NO,NO,Meghan Trainor,2016-03-04,70723.0,69.0,787010459.0,0
HP,HP,Maluma,2019-03-01,55782.0,64.0,978997170.0,1
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,2023-08-18,37824.0,79.0,12371887.0,1
I'm a Mess,I'm a Mess,Bebe Rexha,2018-06-15,64411.0,65.0,686180183.0,0
Un Ratito,Un Verano Sin Ti,Bad Bunny,2022-05-06,57541.0,70.0,204437602.0,0
Mamaw's House,Mamaw's House,Thomas Rhett,2023-09-28,10382.0,,,0
Sezen Aksu,#1 - EP,Lvbel C5,2024-04-12,2613.0,75.0,23179014.0,0
hotline (edit),hotline (edit),Billie Eilish,2023-05-09,36901.0,78.0,11642653.0,0
One More Night,Overexposed Track By Track,Maroon 5,2012-01-01,129982.0,73.0,1106757714.0,0
Can We Kiss Forever?,Can We Kiss Forever?,Kina,2018-08-31,20562.0,,,0
Sigue,Capï¿½ï¿½tu,Beny Jr,2022-04-01,77523.0,74.0,173482368.0,0
Desconocidos,Desconocidos,Mau y Ricky,2018-10-12,53221.0,65.0,1178040262.0,1
After Party,Heaven Or Hell,Don Toliver,2020-03-13,170468.0,69.0,133159545.0,1
Fluxxwave,Fluxxwave,Clovis Reyes,2023-05-07,17012.0,69.0,171113686.0,0
We Can't Stop,NOW: The Hits Of Summer 2014,Miley Cyrus,2013-01-01,117008.0,71.0,1310779877.0,0
Buy Dirt,Buy Dirt,Jordan Davis,2021-05-21,51641.0,77.0,26485095.0,0
Las Morras,Las Morras,Peso Pluma,2023-04-04,26015.0,66.0,148812952.0,1
Mamichula - con Nicki Nicole,Atrevido,Trueno,2020-07-23,65906.0,76.0,606811318.0,0
Fighting My Demons,A Great Chaos,Ken Carson,2023-10-13,35187.0,,4542549.0,1
FAKE LOVE,Love Yourself ï¿½ï¿½ï¿½ 'A,BTS,2018-08-24,9924.0,57.0,1349952981.0,0
The Sound Of Silence,The Sound of Silence (CYRIL Remix),Disturbed,2015-01-01,135133.0,70.0,1442138188.0,0
Higher Power,Higher Power,Coldplay,2021-05-07,52095.0,63.0,137534459.0,0
The Perfect Girl,The Perfect Girl,Mareux,2019-10-13,119524.0,72.0,275482156.0,0
Yeah! (feat. Lil Jon & Ludacris),Kings Of Crunk (Special Edition),USHER,2004-01-01,255327.0,80.0,1200224642.0,0
Swear to God (feat. Future),Swear to God (feat. Future),Tee Grizzley,2024-05-10,1971.0,1.0,3973551.0,1
Prohibidox,FELIZ CUMPLEAï¿½ï¿½OS FERXXO TE PIRATEAMOS EL ï¿,Feid,2022-09-14,36819.0,70.0,201168669.0,0
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,207632.0,79.0,,1
Joga o Bum Bum Tam Tam,Bum Bum Tam Tam,MC Fioti,2017-06-14,1656.0,34.0,1924788325.0,1
Montagem Mysterious Game,Montagem Mysterious Game,LXNGVX,2023-11-17,13863.0,77.0,13279195.0,0
soso,Boy Alone,Omah Lay,2022-06-24,54358.0,71.0,185746447.0,0
SEDA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,27705.0,,33615045.0,1
Lace It,Lace It (with Eminem & benny blanco),Juice WRLD,2023-12-16,15523.0,,17251406.0,1
You Say,You Say,Lauren Daigle,2018-07-13,81834.0,68.0,435065136.0,0
Watch The World Burn,Watch The World Burn,Falling In Reverse,2023-01-31,42638.0,69.0,105245546.0,1
"Hukum - Thalaivar Alappara (From ""Jailer"")","Hukum - Thalaivar Alappara (From ""Jailer"")",Anirudh Ravichander,2023-07-17,6149.0,61.0,199585965.0,0
With You,With You,AP Dhillon,2023-08-11,17289.0,68.0,118381181.0,0
HUMO,HUMO - Single,Chencho Corleone,2024-04-04,2761.0,,25128340.0,0
I Love It (& Lil Pump),I Love It - Single,Kanye West,2018-09-06,126449.0,65.0,761321778.0,1
Love Songs - Bonus,Love Songs,Kaash Paige,2018-11-19,80058.0,73.0,121801747.0,0
Me Atraiu - Ao Vivo,Me Atraiu (Ao Vivo),Gabriela Rocha,2023-02-01,16094.0,63.0,224457485.0,0
LET'S GET FKD UP,LET'S GET FKD UP (feat. Tribbs),Alok,2023-11-17,28349.0,77.0,328527.0,1
I LOVE YOU HOE (w/ 9lives),3x3,Odetari,2023-07-12,29292.0,64.0,27712131.0,1
HAPPY,HOPE,NF,2023-04-07,29689.0,68.0,56328016.0,0
BOOMBAYAH,SQUARE ONE,BLACKPINK,2016-08-08,43033.0,68.0,1785015062.0,0
Min Awel Dekika,Min Awel Dekika,Elissa,2022-05-04,7751.0,52.0,513974720.0,0
cï¿½ï¿½mo dormi,cï¿½ï¿½mo dormi,Rels B,2022-08-04,60949.0,74.0,110114094.0,1
my ex's best friend (with blackbear),my ex's best friend (with blackbear),mgk,2020-08-07,115706.0,68.0,183898967.0,1
Parce (feat. Justin Quiles),Parce (feat. Justin Quiles),Maluma,2020-08-20,58315.0,61.0,491738603.0,0
ııCuııl Es Su Nombre?,El De La Nueva Baby,Lucky Brown,2023-09-14,10789.0,66.0,127280465.0,1
Borro Cassette,Borro Cassette,Maluma,2015-06-29,58967.0,76.0,1659052720.0,0
Wild Thoughts,Wild Thoughts,DJ Khaled,2017-06-16,145513.0,74.0,27823167.0,1
L'ULTIMA POESIA,L'ULTIMA POESIA - Single,Geolier,2024-03-22,2056.0,72.0,34701839.0,0
Where Are ï¿½ï¿½ Now (with Justin Bie,Skrillex and Diplo present Jack ï¿,Jack ï¿,2015-02-24,117948.0,69.0,1343498789.0,0
TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALï¿½,2020-05-28,93245.0,61.0,304553514.0,0
loml,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,3133.0,,9659878.0,1
Estï¿½ï¿½ Daï,Alma Vacï¿½,Ivan Cornejo,2021-08-20,37945.0,67.0,138793735.0,0
In Your Eyes,After Hours,The Weeknd,2020-03-20,130934.0,70.0,166787290.0,1
Take Her Home,Take Her Home - Single,Kenny Chesney,2023-11-10,1666.0,9.0,2441458.0,0
Don't Wanna Know (feat. Kendrick Lamar),Don't Wanna Know,Maroon 5,2016-10-11,87426.0,64.0,936997565.0,0
Entra Na Defender,Entra Na Defender,Luan Pereira,2024-03-21,2469.0,77.0,41802961.0,0
Falling,Fine Line,Harry Styles,2019-12-13,13576.0,75.0,308365869.0,0
Maps,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Maroon 5,2014-01-01,191597.0,79.0,942734894.0,0
We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,2021-02-11,56753.0,62.0,139617172.0,0
Sip (Alcohol),Alcohol - Single,Joeboy,2021-09-24,51136.0,58.0,215744090.0,0
Get You (feat. Kali Uchis),Get You - Single,Daniel Caesar,2016-10-21,168424.0,76.0,251585070.0,0
Body,Body,Loud Luxury,2017-10-27,148513.0,74.0,295487246.0,0
One Thing At A Time,One Thing At A Time (Sampler),Morgan Wallen,2022-12-02,31843.0,70.0,39198931.0,0
Mentiras | CROSSOVER #3,Mentiras | CROSSOVER #3,Big One,2023-07-25,12217.0,64.0,169676605.0,0
911,911,Sech,2021-02-05,68202.0,55.0,415445675.0,1
Boyz Don't Cry,Boyz Don't Cry,Rod Wave,2023-09-13,11259.0,,19153480.0,0
"Loser, Baby",Hazbin Hotel Original Soundtrack (Part 1),Andrew Underberg,2024-01-19,8656.0,,51683164.0,1
A Thousand Years,A Thousand Years,Aldy Santos,2017-02-27,5.0,,75926.0,0
You Make It Easy,You Make It Easy,Jason Aldean,2018-01-26,39872.0,5.0,149557856.0,0
Hoy,Hoy,Valentino Merlo,2024-05-22,396.0,62.0,16220723.0,0
Suge,Baby On Baby,DaBaby,2019-03-01,112493.0,62.0,447330965.0,1
ball w/o you,i am > i was,21 Savage,2018-12-21,167409.0,77.0,138716504.0,1
Money,Money,Cardi B,2018-10-23,62829.0,65.0,551699941.0,1
Queen of Kings,Queen of Kings,Alessandra,2023-01-08,44113.0,66.0,120017704.0,0
Hasta Que Dios Diga,Emmanuel,Anuel AA,2020-05-29,87832.0,71.0,485818371.0,1
H.Y.B. (feat. Bas & Central Cee),Might Delete Later,J. Cole,2024-04-05,6647.0,,7143716.0,1
Hackearam-me,"Decretos Reais, Vol. 3",Marï¿½ï¿½lia Mendo,2023-03-16,1924.0,44.0,329678889.0,0
No Type,No Type,Rae Sremmurd,2014-09-16,124262.0,64.0,902705161.0,1
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-24,7736.0,44.0,577007299.0,0
ııııııııııııııı,ııııııııııııııı,YOASOBI,2019-12-15,82659.0,67.0,690674947.0,0
Sand In My Boots,Dangerous: The Double Album,Morgan Wallen,2021-01-08,52985.0,72.0,144996999.0,0
Fouji Fojan Lofi 2 (feat. Aamin Barodi & Sapna Choudhary),Fouji Fojan 2 Lofi (feat. Aamin Barodi & Sapna Choudhary),Raj Mawer,2024-03-14,2.0,,65576399.0,0
A Cara do Crime (Nï¿½ï¿½s Incom,A Cara do Crime (Nï¿½ï¿½s Incom,Mc Poze do Rodo,2021-05-27,35425.0,59.0,623156045.0,1
Overseas,Overseas,D-Block Europe,2021-11-18,90545.0,64.0,92356896.0,1
"I Pï¿½ï¿½ï¿½ ME, TU P","I Pï¿½ï¿½ï¿½ ME, TU P",Geolier,2024-02-07,4033.0,71.0,55372624.0,0
Monster (Shawn Mendes &amp; Justin Bieber),Monster,Shawn Mendes,2020-11-20,77941.0,61.0,249997553.0,0
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,2010-01-01,170779.0,71.0,1604084148.0,0
Circo Loco,Her Loss,Drake,2022-11-04,74719.0,65.0,20937003.0,1
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-08,846.0,46.0,462218257.0,0
Canï¿½ï¿½n Saï¿½ï,Canï¿½ï¿½n Saï¿½ï,Semicenk,2023-04-21,15291.0,69.0,194066158.0,0
Limbo,Freddie's Inferno,Freddie Dredd,2022-08-11,78735.0,68.0,23082946.0,1
Laad Piya Ke,Laad Piya Ke,Raju Punjabi,2022-05-04,894.0,55.0,573015231.0,0
Coco Cola,Coco Cola,Ruchika Jangid,2020-09-04,1547.0,53.0,1019712247.0,0
DUELE EL CORAZON,The RCA-List (Vol. 2),Enrique Iglesias,2016-01-01,69811.0,63.0,1571210815.0,0
The Code,The Code,Nemo,2024-02-29,4755.0,79.0,35640835.0,0
Jï¿½ï¿½lale,Jï¿½ï¿½lale,Bb trickz,2024-05-02,1089.0,73.0,18261218.0,0
A Puro Dolor,A Puro Dolor - Single,Gabito Ballesteros,2023-12-02,8065.0,80.0,79026835.0,0
Baddie,I'VE MINE,IVE,2023-10-13,9673.0,,105403652.0,0
Prisoner (feat. Dua Lipa),Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-20,89489.0,67.0,156172635.0,0
Why Not,Why Not,Ghostface Playa,2022-04-01,56849.0,64.0,132788074.0,1
Got It On Me,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,167938.0,67.0,145512290.0,1
intro (end of the world),eternal sunshine,Ariana Grande,2024-03-08,6696.0,82.0,4613304.0,1
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1994-01-01,109411.0,60.0,824500156.0,0
La Rompe Corazones,La Rompe Corazones,Daddy Yankee,2017-01-13,48041.0,66.0,1423626083.0,0
QUE ME FALTE TODO,QUE ME FALTE TODO,Luck Ra,2023-10-26,7535.0,66.0,106772777.0,0
How To Fly (Abbey Road Remaster 2024),Caress Your Soul (Abbey Road Remaster 2024),Sticky Fingers,2024-03-08,60.0,,,0
Dj Dayak Full Beat Lagu Malihi Janji,Dj Dayak Full Beat Lagu Malihi Janji,Jeremya Ginting,2022-12-06,678.0,,,0
Si Estuviï¿½ï¿½semos Ju,X 100PRE,Bad Bunny,2018-12-23,86788.0,75.0,824238458.0,1
360,360,Charli xcx,2024-05-10,3363.0,76.0,3784807.0,1
GATA ONLY (Con Cris MJ),GATA ONLY (Con Cris MJ),FloyyMenor,2024-02-02,3.0,,,0
El Perdï¿½,Full Circle: The Live Anthology,Nicky Jam,2011-11-20,91687.0,69.0,1937330456.0,0
Love Scars,A Love Letter To You,Trippie Redd,2017-05-14,78206.0,5.0,101938749.0,1
Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,83638.0,71.0,43714392.0,1
Akher Yawm,Akher Yawm - Single,Ghaliaa,2023-08-07,133.0,29.0,20172.0,0
Ascend,Ascend - Single,Dezko,2023-06-09,31142.0,66.0,59140995.0,0
SI SABE FERXXO,SI SABE FERXXO,Blessd,2024-01-24,8723.0,74.0,32907129.0,1
Wind Up Missin' You,Wind Up Missin' You - Single,Tucker Wetmore,2024-03-29,5573.0,74.0,6718753.0,1
No Limit,No Limit,G-Eazy,2017-09-07,90212.0,62.0,814200168.0,1
ten,ten,Fred again..,2023-10-13,29807.0,,3922613.0,0
"Dance For Me (1, 2, 3) - Stutter Techno","Dance For Me (1, 2, 3) [Stutter Techno]",Sonny Wern,2023-10-06,31519.0,,,0
Paro,Paro,Nej,2021-05-21,36872.0,56.0,468441213.0,1
HOPE,HOPE,NF,2023-02-16,40366.0,64.0,124609202.0,0
On My Way,On My Way,Alan Walker,2019-03-21,75834.0,67.0,665558958.0,1
You Need To Calm Down,You Need To Calm Down,Taylor Swift,2019-06-14,63937.0,75.0,437794062.0,0
Dancinï¿½ï¿½ï¿½ In The C,Dancin' In The Country,Tyler Hubbard,2022-08-19,17721.0,67.0,13270587.0,0
Starting Over,Starting Over,Chris Stapleton,2020-08-27,52739.0,71.0,174357045.0,0
295,Moosetape,Sidhu Moose Wala,2021-05-15,21677.0,68.0,677472355.0,0
Gangsta's Paradise (feat. L.V.),...And You Don't Stop - A Celebration of 50 Years of Hip Hop,Coolio,2023-08-11,7.0,13.0,,0
Gulabi Sharara,Gulabi Sharara,Inder Arya,2023-07-27,1613.0,53.0,219300210.0,0
Otro Atardecer,Un Verano Sin Ti,Bad Bunny,2022-05-06,58352.0,71.0,187059915.0,0
ıılle de Sen,ıılle de Sen - Single,Muti,2023-11-17,7644.0,,102074133.0,0
Soweto,Outlaw,Victony,2022-05-06,40696.0,69.0,152140804.0,1
Enjoy,Enjoy,Jux,2023-07-14,2938.0,19.0,13523535.0,0
Poland,Poland - Single,Lil Yachty,2022-10-04,52177.0,58.0,9564773.0,1
BBY BOO,BBY BOO,iZaak,2023-12-21,1159.0,,107931540.0,1
Brillarosa,Dolido Pero No Arrepentido - EP,Fuerza Regida,2024-02-09,3512.0,,51351887.0,0
Bertaraf,Sir,Canbay & Wolker,2023-09-29,7887.0,70.0,127886162.0,0
U My Everything (feat. Drake),In Sexyy We Trust,Sexyy Red,2024-05-24,1332.0,71.0,3143016.0,1
Devil Eyes,Providence,Hippie Sabotage,2016-02-05,195653.0,71.0,706646464.0,0
m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,2021-05-14,124236.0,68.0,78305305.0,1
I'm Yours,DDB Hitzone Best Of 2008,Jason Mraz,2008-01-01,241725.0,72.0,359866287.0,0
"Going, Going, Gone",Growin' Up,Luke Combs,2022-06-24,25097.0,72.0,43607584.0,0
HISS,HISS,Megan Thee Stallion,2024-01-26,6104.0,,45378271.0,1
Baarish Ki Jaaye,Baarish Ki Jaaye,B Praak,2021-03-27,6163.0,53.0,700321521.0,0
Company,Company,Emiway Bantai,2023-01-22,2423.0,49.0,279246643.0,0
get him back!,GUTS,Olivia Rodrigo,2023-09-08,1732.0,,,0
LA PEOPLE,LA PEOPLE,Peso Pluma,2023-06-22,21917.0,75.0,73174350.0,1
BRAZILIAN DANï¿½ï¿½A P,BRAZILIAN DANï¿½ï¿½A P,6YNTHMANE,2023-05-12,28387.0,72.0,114153936.0,1
REACT,REACT,Switch Disco,2023-01-13,26625.0,69.0,61438933.0,0
Ocean,OCEAN,KAROL G,2019-05-03,3052.0,66.0,722096242.0,0
Wrecked,Wrecked,Imagine Dragons,2021-07-02,57487.0,64.0,199356851.0,0
Think U The Shit (Fart),Think U The Shit (Fart),Ice Spice,2024-01-26,8321.0,,35869265.0,1
Brown Munde,Brown Munde,AP Dhillon,2020-09-18,37741.0,64.0,756395439.0,0
"Kallo(Feat.Ajay Hooda,Pooja Hooda)","Kallo(Feat.Ajay Hooda,Pooja Hooda)",Komal Choudhary,2023-10-25,978.0,,159198721.0,0
pov,Positions,Ariana Grande,2020-10-30,62958.0,66.0,195125143.0,0
Dancing On My Own,Dancing On My Own,Calum Scott,2016-03-11,134807.0,74.0,823692209.0,0
Stay With Me,Full Circle: The Live Anthology,Sam Smith,2011-11-20,167759.0,77.0,212889507.0,0
Back Then Right Now,Back Then Right Now,Tyler Hubbard,2023-09-08,3411.0,,2749241.0,0
Boucan (feat. Franglish),Boucan (feat. Franglish),KeBlack,2024-04-25,1989.0,73.0,15271196.0,1
Fulanito,Fulanito,Becky G,2021-06-03,3898.0,58.0,404064054.0,0
Only Love Can Hurt Like This (feat. Teddy Swims) - Remix,Only Love Can Hurt Like This (feat. Teddy Swims) - Single,Paloma Faith,2022-09-23,1307.0,58.0,11726419.0,0
Business (feat. Naza),Business (feat. Naza),DYSTINCT,2023-06-01,34206.0,60.0,72559154.0,0
MANIAC,ODDINARY,Stray Kids,2022-03-18,27089.0,68.0,343273995.0,0
A Real Playa,A Real Playa - Single,Parsa Nani,2024-05-24,17.0,,24805.0,0
Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition),Mona Lisa - Spider-Man: Across the Spider-Verse (Deluxe Edition) - Single,Dominic Fike,2023-06-02,37054.0,63.0,445811.0,0
ADIï¿½,LA NENA DE ARGENTINA,Maria Becerra,2022-12-08,15951.0,66.0,215719591.0,1
Something About You,Something About You,Eyedress,2021-06-03,96233.0,77.0,27188286.0,0
Patadas de Ahogado,Patadas de Ahogado,LATIN MAFIA,2023-11-03,18981.0,,39927538.0,0
After LIKE,After LIKE - Single,IVE,2022-08-22,28691.0,69.0,281724902.0,0
So Far,So Far,florias,2023-03-10,18.0,10.0,333366384.0,0
idontwannabeyouanymore,dont smile at me,Billie Eilish,2017-07-21,114997.0,72.0,522422864.0,0
Debo Entender,Debo Entender,Santa Fe Klan,2019-12-12,27383.0,66.0,917170916.0,0
Vem Desestressar,Vem Desestressar,MC PH,2024-04-04,3432.0,69.0,28992482.0,1
Darkside,Darkside,Alan Walker,2018-07-27,81058.0,67.0,919443352.0,0
Call Me Every Day (feat. WizKid),Call Me Every Day (feat. WizKid),Chris Brown,2022-06-17,43939.0,61.0,123551829.0,0
World's Smallest Violin,OK ORCHESTRA,AJR,2021-01-01,71196.0,63.0,239480315.0,1
Thot Shit,Thot Shit,Megan Thee Stallion,2021-06-11,63421.0,60.0,166781349.0,1
Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012-01-01,352198.0,75.0,385175377.0,1
Si La Calle Llama - Remix,3MEN2 KBRN,Eladio Carrion,2023-03-17,39949.0,65.0,109102453.0,1
Kusu Kusu (feat. Pamela Jain),Top Hits - Single,Dev Negi,2021-12-22,,,684272012.0,0
Waffle House,Waffle House,Jonas Brothers,2023-04-07,16162.0,63.0,18520292.0,0
Tacata,Tacata,Tiagz,2023-08-11,13502.0,60.0,84439011.0,0
Got Me Started,Got Me Started,Troye Sivan,2023-09-20,19673.0,5.0,22661967.0,1
Low,SOS,SZA,2022-12-09,59064.0,73.0,30642267.0,1
Night Changes,FOUR (Deluxe),One Direction,2014-11-17,154325.0,83.0,948760574.0,0
De Los Besos Que Te Di,De Los Besos Que Te Di,Christian Nodal,2019-04-15,40921.0,71.0,970377956.0,0
BRODYAGA FUNK,BRODYAGA FUNK - EP,Eternxlkz,2023-11-17,6863.0,75.0,48425342.0,1
Private Jet,Mafia Musik,D. Savage,2023-02-17,3268.0,40.0,340092596.0,1
DNA.,DAMN.,Kendrick Lamar,2017-04-14,18566.0,75.0,356343325.0,1
"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) [Remix Version]",Ty Dolla $ign,2014-06-10,152498.0,74.0,858285365.0,1
Baklava,Baklava - Single,Gya,2024-04-15,418.0,61.0,38890559.0,0
bye,eternal sunshine,Ariana Grande,2024-03-08,627.0,,14508851.0,0
BIZCOCHITO,Find Your Line: Official Music from GRAN TURISMO 7,ROSALï¿½,2022-03-04,42182.0,61.0,69332188.0,1
Veggie Dance,Veggie Dance,Gracie's Corner,2024-04-05,222.0,55.0,43379343.0,0
"Love Me Like You Do - From ""Fifty Shades Of Grey""","Love Me Like You Do (From ""Fifty Shades Of Grey"")",Ellie Goulding,2015-02-01,116546.0,70.0,48109240.0,0
Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,2019-10-04,127503.0,71.0,234005957.0,0
Sittin' On Top Of The World,Sittin' On Top Of The World - Single,Burna Boy,2023-06-01,23415.0,55.0,21737557.0,1
Si Fuera Fï¿½ï¿,Si Fuera Fï¿½ï¿½cil - Si,Grupo Marca Registrada,2022-05-27,28319.0,65.0,322857747.0,0
Broke In A Minute,Broke In A Minute,Tory Lanez,2020-02-07,116527.0,70.0,44157454.0,1
Mahiya Ve Gal Sun Mahiya Vey,Mahiya Ve Gal Sun Mahiya Vey - Single,Nimra Mehra,2023-09-29,70.0,,,0
Engana Dizendo Que Ama,Dos Prï¿½ï¿½dios De,Veigh,2023-05-19,2547.0,67.0,144774313.0,1
In Case You Didn't Know,Brett Young EP,Brett Young,2016-01-01,62305.0,68.0,861165099.0,0
"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol. 54 - Si",Bizarrap,2023-03-22,28883.0,62.0,154916805.0,0
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcï¿½ï¿½,2016-09-30,54302.0,71.0,1546120738.0,1
HVN ON EARTH (with Kodak Black),HVN ON EARTH,Lil Tecca,2023-08-18,39763.0,60.0,7212572.0,1
Gently (feat. Bad Bunny),For All The Dogs,Drake,2023-10-06,25645.0,,18057785.0,1
